Ensembl	sample_pair	ensembl_id	Gene_name	log2FC	p_value	description	DEG	Gene_type	
ENSG00000014123	D5/D6	D5/D6_ENSG00000014123	UFL1	-0.068710402	0.105335823	UFM1 specific ligase 1	NonDE	protein_coding	
ENSG00000014138	D5/D6	D5/D6_ENSG00000014138	POLA2	-0.155340353	0.11784363	DNA polymerase alpha 2, accessory subunit	NonDE	protein_coding	
ENSG00000014216	D5/D6	D5/D6_ENSG00000014216	CAPN1	-0.164322798	0.003066826	calpain 1	NonDE	protein_coding	
ENSG00000014641	D5/D6	D5/D6_ENSG00000014641	MDH1	0.240758776	0.000450355	malate dehydrogenase 1	NonDE	protein_coding	
ENSG00000014914	D5/D6	D5/D6_ENSG00000014914	MTMR11	-0.410109567	0.030106965	myotubularin related protein 11	NonDE	protein_coding	
ENSG00000014919	D5/D6	D5/D6_ENSG00000014919	COX15	0.091137206	0.067734082	cytochrome c oxidase assembly homolog COX15	NonDE	protein_coding	
ENSG00000015153	D5/D6	D5/D6_ENSG00000015153	YAF2	-0.148198371	0.346111753	YY1 associated factor 2	NonDE	protein_coding	
ENSG00000015475	D5/D6	D5/D6_ENSG00000015475	BID	-0.364021963	0.004722353	BH3 interacting domain death agonist	NonDE	protein_coding	
ENSG00000015479	D5/D6	D5/D6_ENSG00000015479	MATR3	0.081272398	0.063228278	matrin 3	NonDE	protein_coding	
ENSG00000015568	D5/D6	D5/D6_ENSG00000015568	RGPD5	-1.123141435	6.25E-08	RANBP2 like and GRIP domain containing 5	Downregulate	protein_coding	
ENSG00000015592	D5/D6	D5/D6_ENSG00000015592	STMN4	-0.909000671	0.095300204	stathmin 4	Downregulate	protein_coding	
ENSG00000015676	D5/D6	D5/D6_ENSG00000015676	NUDCD3	0.259127199	0.095506135	NudC domain containing 3	NonDE	protein_coding	
ENSG00000016391	D5/D6	D5/D6_ENSG00000016391	CHDH	0.882722243	8.53E-07	choline dehydrogenase	NonDE	protein_coding	
ENSG00000017427	D5/D6	D5/D6_ENSG00000017427	IGF1	-0.897221844	0.010238532	insulin like growth factor 1	Downregulate	protein_coding	
ENSG00000017483	D5/D6	D5/D6_ENSG00000017483	SLC38A5	0.369852812	0.000751225	solute carrier family 38 member 5	NonDE	protein_coding	
ENSG00000017797	D5/D6	D5/D6_ENSG00000017797	RALBP1	0.23435128	0.002617804	ralA binding protein 1	NonDE	protein_coding	
ENSG00000018189	D5/D6	D5/D6_ENSG00000018189	RUFY3	-0.139323896	0.050099173	RUN and FYVE domain containing 3	NonDE	protein_coding	
ENSG00000018408	D5/D6	D5/D6_ENSG00000018408	WWTR1	-0.471289947	0.015858072	WW domain containing transcription regulator 1	NonDE	protein_coding	
ENSG00000018699	D5/D6	D5/D6_ENSG00000018699	TTC27	0.215576867	0.004991581	tetratricopeptide repeat domain 27	NonDE	protein_coding	
ENSG00000019144	D5/D6	D5/D6_ENSG00000019144	PHLDB1	0.522054002	0.114963694	pleckstrin homology like domain family B member 1	NonDE	protein_coding	
ENSG00000019485	D5/D6	D5/D6_ENSG00000019485	PRDM11	0.437785614	0.005239657	PR/SET domain 11	NonDE	protein_coding	
ENSG00000019582	D5/D6	D5/D6_ENSG00000019582	CD74	-0.444074315	2.19E-05	CD74 molecule	NonDE	protein_coding	
ENSG00000019995	D5/D6	D5/D6_ENSG00000019995	ZRANB1	0.201260227	0.019456942	zinc finger RANBP2-type containing 1	NonDE	protein_coding	
ENSG00000020129	D5/D6	D5/D6_ENSG00000020129	NCDN	0.254593002	0.004995324	neurochondrin	NonDE	protein_coding	
ENSG00000020577	D5/D6	D5/D6_ENSG00000020577	SAMD4A	0.371124709	0.002801845	sterile alpha motif domain containing 4A	NonDE	protein_coding	
ENSG00000020633	D5/D6	D5/D6_ENSG00000020633	RUNX3	-0.364329459	0.000688037	RUNX family transcription factor 3	NonDE	protein_coding	
ENSG00000020922	D5/D6	D5/D6_ENSG00000020922	MRE11	0.237294009	0.00147466	MRE11 homolog, double strand break repair nuclease	NonDE	protein_coding	
ENSG00000021355	D5/D6	D5/D6_ENSG00000021355	SERPINB1	-0.844918566	2.12E-06	serpin family B member 1	NonDE	protein_coding	
ENSG00000021645	D5/D6	D5/D6_ENSG00000021645	NRXN3	1.483766737	9.88E-08	neurexin 3	Upregulate	protein_coding	
ENSG00000021776	D5/D6	D5/D6_ENSG00000021776	AQR	0.2029053	0.002883052	aquarius intron-binding spliceosomal factor	NonDE	protein_coding	
ENSG00000021826	D5/D6	D5/D6_ENSG00000021826	CPS1	-0.663607797	0.004554206	carbamoyl-phosphate synthase 1	NonDE	protein_coding	
ENSG00000022267	D5/D6	D5/D6_ENSG00000022267	FHL1	-1.558362834	6.46E-05	four and a half LIM domains 1	Downregulate	protein_coding	
ENSG00000022556	D5/D6	D5/D6_ENSG00000022556	NLRP2	0.265074251	0.027409966	NLR family pyrin domain containing 2	NonDE	protein_coding	
ENSG00000022567	D5/D6	D5/D6_ENSG00000022567	SLC45A4	0.198462437	0.049721782	solute carrier family 45 member 4	NonDE	protein_coding	
ENSG00000022840	D5/D6	D5/D6_ENSG00000022840	RNF10	-0.167663166	0.026732434	ring finger protein 10	NonDE	protein_coding	
ENSG00000022976	D5/D6	D5/D6_ENSG00000022976	ZNF839	0.322197396	0.004816584	zinc finger protein 839	NonDE	protein_coding	
ENSG00000023171	D5/D6	D5/D6_ENSG00000023171	GRAMD1B	1.107264213	4.54E-07	GRAM domain containing 1B	Upregulate	protein_coding	
ENSG00000023191	D5/D6	D5/D6_ENSG00000023191	RNH1	0.294664877	0.00265603	ribonuclease/angiogenin inhibitor 1	NonDE	protein_coding	
ENSG00000023228	D5/D6	D5/D6_ENSG00000023228	NDUFS1	0.106589905	0.0147888	NADH:ubiquinone oxidoreductase core subunit S1	NonDE	protein_coding	
ENSG00000023287	D5/D6	D5/D6_ENSG00000023287	RB1CC1	0.092688629	0.131881179	RB1 inducible coiled-coil 1	NonDE	protein_coding	
ENSG00000023330	D5/D6	D5/D6_ENSG00000023330	ALAS1	-0.195585758	0.005325538	5'-aminolevulinate synthase 1	NonDE	protein_coding	
ENSG00000023445	D5/D6	D5/D6_ENSG00000023445	BIRC3	-1.413009753	1.44E-06	baculoviral IAP repeat containing 3	Downregulate	protein_coding	
ENSG00000023516	D5/D6	D5/D6_ENSG00000023516	AKAP11	-0.085075411	0.253733114	A-kinase anchoring protein 11	NonDE	protein_coding	
ENSG00000023572	D5/D6	D5/D6_ENSG00000023572	GLRX2	0.389157901	0.001154053	glutaredoxin 2	NonDE	protein_coding	
ENSG00000023608	D5/D6	D5/D6_ENSG00000023608	SNAPC1	0.306526674	0.004747478	small nuclear RNA activating complex polypeptide 1	NonDE	protein_coding	
ENSG00000023697	D5/D6	D5/D6_ENSG00000023697	DERA	-0.220580175	0.048297118	deoxyribose-phosphate aldolase	NonDE	protein_coding	
ENSG00000023734	D5/D6	D5/D6_ENSG00000023734	STRAP	0.135696956	0.123790587	serine/threonine kinase receptor associated protein	NonDE	protein_coding	
ENSG00000023839	D5/D6	D5/D6_ENSG00000023839	ABCC2	-0.52442097	0.004258451	ATP binding cassette subfamily C member 2	NonDE	protein_coding	
ENSG00000023892	D5/D6	D5/D6_ENSG00000023892	DEF6	-0.094293694	0.069108362	DEF6 guanine nucleotide exchange factor	NonDE	protein_coding	
ENSG00000023909	D5/D6	D5/D6_ENSG00000023909	GCLM	-0.267454243	0.00734773	glutamate-cysteine ligase modifier subunit	NonDE	protein_coding	
ENSG00000024526	D5/D6	D5/D6_ENSG00000024526	DEPDC1	-0.669184957	0.003728653	DEP domain containing 1	NonDE	protein_coding	
ENSG00000025293	D5/D6	D5/D6_ENSG00000025293	PHF20	0.164221541	0.002280291	PHD finger protein 20	NonDE	protein_coding	
ENSG00000025434	D5/D6	D5/D6_ENSG00000025434	NR1H3	-0.366540151	0.115352835	nuclear receptor subfamily 1 group H member 3	NonDE	protein_coding	
ENSG00000025708	D5/D6	D5/D6_ENSG00000025708	TYMP	0.278706632	0.003071898	thymidine phosphorylase	NonDE	protein_coding	
ENSG00000025770	D5/D6	D5/D6_ENSG00000025770	NCAPH2	0.184734661	0.018431889	non-SMC condensin II complex subunit H2	NonDE	protein_coding	
ENSG00000025772	D5/D6	D5/D6_ENSG00000025772	TOMM34	0.358111873	0.000326696	translocase of outer mitochondrial membrane 34	NonDE	protein_coding	
ENSG00000025796	D5/D6	D5/D6_ENSG00000025796	SEC63	0.000617425	0.387257871	SEC63 homolog, protein translocation regulator	NonDE	protein_coding	
ENSG00000026025	D5/D6	D5/D6_ENSG00000026025	VIM	0.47002774	0.000137603	vimentin	NonDE	protein_coding	
ENSG00000026103	D5/D6	D5/D6_ENSG00000026103	FAS	-0.892554165	2.23E-05	Fas cell surface death receptor	Downregulate	protein_coding	
ENSG00000026297	D5/D6	D5/D6_ENSG00000026297	RNASET2	0.153116205	0.038979744	ribonuclease T2	NonDE	protein_coding	
ENSG00000026508	D5/D6	D5/D6_ENSG00000026508	CD44	-0.220920043	0.034457529	CD44 molecule (Indian blood group)	NonDE	protein_coding	
ENSG00000026652	D5/D6	D5/D6_ENSG00000026652	AGPAT4	-1.173125467	1.78E-06	1-acylglycerol-3-phosphate O-acyltransferase 4	Downregulate	protein_coding	
ENSG00000026751	D5/D6	D5/D6_ENSG00000026751	SLAMF7	-0.164259367	0.000181924	SLAM family member 7	NonDE	protein_coding	
ENSG00000026950	D5/D6	D5/D6_ENSG00000026950	BTN3A1	-0.32086592	0.010521188	butyrophilin subfamily 3 member A1	NonDE	protein_coding	
ENSG00000027001	D5/D6	D5/D6_ENSG00000027001	MIPEP	0.226150288	0.009672157	mitochondrial intermediate peptidase	NonDE	protein_coding	
ENSG00000027075	D5/D6	D5/D6_ENSG00000027075	PRKCH	0.800651666	0.003390812	protein kinase C eta	NonDE	protein_coding	
ENSG00000027869	D5/D6	D5/D6_ENSG00000027869	SH2D2A	1.225871217	2.75E-05	SH2 domain containing 2A	Upregulate	protein_coding	
ENSG00000028116	D5/D6	D5/D6_ENSG00000028116	VRK2	-0.432343504	6.41E-05	VRK serine/threonine kinase 2	NonDE	protein_coding	
ENSG00000028137	D5/D6	D5/D6_ENSG00000028137	TNFRSF1B	0.363628922	0.000455596	TNF receptor superfamily member 1B	NonDE	protein_coding	
ENSG00000028203	D5/D6	D5/D6_ENSG00000028203	VEZT	0.244570462	0.008436373	vezatin, adherens junctions transmembrane protein	NonDE	protein_coding	
ENSG00000028277	D5/D6	D5/D6_ENSG00000028277	POU2F2	-1.228067368	1.04E-07	POU class 2 homeobox 2	Downregulate	protein_coding	
ENSG00000028310	D5/D6	D5/D6_ENSG00000028310	BRD9	0.196983389	0.019396147	bromodomain containing 9	NonDE	protein_coding	
ENSG00000028839	D5/D6	D5/D6_ENSG00000028839	TBPL1	0.156920919	0.063227631	TATA-box binding protein like 1	NonDE	protein_coding	
ENSG00000029153	D5/D6	D5/D6_ENSG00000029153	ARNTL2	-0.074657918	0.072240461	aryl hydrocarbon receptor nuclear translocator like 2	NonDE	protein_coding	
ENSG00000029363	D5/D6	D5/D6_ENSG00000029363	BCLAF1	0.09245346	0.113724239	BCL2 associated transcription factor 1	NonDE	protein_coding	
ENSG00000029364	D5/D6	D5/D6_ENSG00000029364	SLC39A9	-0.546587045	0.001757619	solute carrier family 39 member 9	NonDE	protein_coding	
ENSG00000029534	D5/D6	D5/D6_ENSG00000029534	ANK1	-1.09121588	6.35E-06	ankyrin 1	Downregulate	protein_coding	
ENSG00000029639	D5/D6	D5/D6_ENSG00000029639	TFB1M	0.309467917	0.003114346	transcription factor B1, mitochondrial	NonDE	protein_coding	
ENSG00000029725	D5/D6	D5/D6_ENSG00000029725	RABEP1	0.211281421	0.000375122	rabaptin, RAB GTPase binding effector protein 1	NonDE	protein_coding	
ENSG00000029993	D5/D6	D5/D6_ENSG00000029993	HMGB3	0.081891238	0.201031934	high mobility group box 3	NonDE	protein_coding	
ENSG00000030066	D5/D6	D5/D6_ENSG00000030066	NUP160	0.344442621	4.78E-05	nucleoporin 160	NonDE	protein_coding	
ENSG00000030419	D5/D6	D5/D6_ENSG00000030419	IKZF2	-0.155726395	0.023973601	IKAROS family zinc finger 2	NonDE	protein_coding	
ENSG00000030582	D5/D6	D5/D6_ENSG00000030582	GRN	0.182589747	0.010909176	granulin precursor	NonDE	protein_coding	
ENSG00000031081	D5/D6	D5/D6_ENSG00000031081	ARHGAP31	-0.876433409	5.77E-08	Rho GTPase activating protein 31	NonDE	protein_coding	
ENSG00000031691	D5/D6	D5/D6_ENSG00000031691	CENPQ	-0.312011486	0.009237128	centromere protein Q	NonDE	protein_coding	
ENSG00000031698	D5/D6	D5/D6_ENSG00000031698	SARS1	0.117053648	0.006867094	seryl-tRNA synthetase 1	NonDE	protein_coding	
ENSG00000032389	D5/D6	D5/D6_ENSG00000032389	EIPR1	0.189498816	0.036517035	EARP complex and GARP complex interacting protein 1	NonDE	protein_coding	
ENSG00000032742	D5/D6	D5/D6_ENSG00000032742	IFT88	-0.295036671	0.012878493	intraflagellar transport 88	NonDE	protein_coding	
ENSG00000033011	D5/D6	D5/D6_ENSG00000033011	ALG1	0.23287198	0.155757927	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	NonDE	protein_coding	
ENSG00000033030	D5/D6	D5/D6_ENSG00000033030	ZCCHC8	0.155053777	0.014465427	zinc finger CCHC-type containing 8	NonDE	protein_coding	
ENSG00000033050	D5/D6	D5/D6_ENSG00000033050	ABCF2	0.27130896	0.000668056	ATP binding cassette subfamily F member 2	NonDE	protein_coding	
ENSG00000033100	D5/D6	D5/D6_ENSG00000033100	CHPF2	-0.062971313	0.089358195	chondroitin polymerizing factor 2	NonDE	protein_coding	
ENSG00000033170	D5/D6	D5/D6_ENSG00000033170	FUT8	-0.34362306	0.000151521	fucosyltransferase 8	NonDE	protein_coding	
ENSG00000033178	D5/D6	D5/D6_ENSG00000033178	UBA6	0.191093714	0.002489194	ubiquitin like modifier activating enzyme 6	NonDE	protein_coding	
ENSG00000033327	D5/D6	D5/D6_ENSG00000033327	GAB2	0.289453033	0.000484724	GRB2 associated binding protein 2	NonDE	protein_coding	
ENSG00000033627	D5/D6	D5/D6_ENSG00000033627	ATP6V0A1	0.352984626	0.022902283	ATPase H+ transporting V0 subunit a1	NonDE	protein_coding	
ENSG00000033867	D5/D6	D5/D6_ENSG00000033867	SLC4A7	0.444753938	7.10E-05	solute carrier family 4 member 7	NonDE	protein_coding	
ENSG00000034152	D5/D6	D5/D6_ENSG00000034152	MAP2K3	0.246434119	0.048919522	mitogen-activated protein kinase kinase 3	NonDE	protein_coding	
ENSG00000034510	D5/D6	D5/D6_ENSG00000034510	TMSB10	0.127655165	0.115933884	thymosin beta 10	NonDE	protein_coding	
ENSG00000034677	D5/D6	D5/D6_ENSG00000034677	RNF19A	-0.144837898	0.015380431	ring finger protein 19A, RBR E3 ubiquitin protein ligase	NonDE	protein_coding	
ENSG00000034693	D5/D6	D5/D6_ENSG00000034693	PEX3	0.098645654	0.092287182	peroxisomal biogenesis factor 3	NonDE	protein_coding	
ENSG00000035115	D5/D6	D5/D6_ENSG00000035115	SH3YL1	0.450693781	0.00496748	SH3 and SYLF domain containing 1	NonDE	protein_coding	
ENSG00000035141	D5/D6	D5/D6_ENSG00000035141	FAM136A	0.384156106	0.00036429	family with sequence similarity 136 member A	NonDE	protein_coding	
ENSG00000035499	D5/D6	D5/D6_ENSG00000035499	DEPDC1B	-0.401856082	0.009966977	DEP domain containing 1B	NonDE	protein_coding	
ENSG00000035664	D5/D6	D5/D6_ENSG00000035664	DAPK2	-0.790805538	0.000103865	death associated protein kinase 2	NonDE	protein_coding	
ENSG00000035681	D5/D6	D5/D6_ENSG00000035681	NSMAF	0.299591346	0.000368493	neutral sphingomyelinase activation associated factor	NonDE	protein_coding	
ENSG00000035687	D5/D6	D5/D6_ENSG00000035687	ADSS2	0.346066593	0.000194034	adenylosuccinate synthase 2	NonDE	protein_coding	
ENSG00000035720	D5/D6	D5/D6_ENSG00000035720	STAP1	-0.944878954	2.37E-06	signal transducing adaptor family member 1	NonDE	protein_coding	
ENSG00000035862	D5/D6	D5/D6_ENSG00000035862	TIMP2	-1.122786504	0.01290788	TIMP metallopeptidase inhibitor 2	Downregulate	protein_coding	
ENSG00000036054	D5/D6	D5/D6_ENSG00000036054	TBC1D23	-0.06259387	0.075208832	TBC1 domain family member 23	NonDE	protein_coding	
ENSG00000036257	D5/D6	D5/D6_ENSG00000036257	CUL3	-0.227475615	0.003372606	cullin 3	NonDE	protein_coding	
ENSG00000036448	D5/D6	D5/D6_ENSG00000036448	MYOM2	0.514828859	0.200539358	myomesin 2	NonDE	protein_coding	
ENSG00000036549	D5/D6	D5/D6_ENSG00000036549	ZZZ3	0.169498853	0.008023188	zinc finger ZZ-type containing 3	NonDE	protein_coding	
ENSG00000036828	D5/D6	D5/D6_ENSG00000036828	CASR	1.299471196	3.12E-06	calcium sensing receptor	Upregulate	protein_coding	
ENSG00000037042	D5/D6	D5/D6_ENSG00000037042	TUBG2	-0.283416967	0.010276828	tubulin gamma 2	NonDE	protein_coding	
ENSG00000037474	D5/D6	D5/D6_ENSG00000037474	NSUN2	0.258140242	0.00055881	NOP2/Sun RNA methyltransferase 2	NonDE	protein_coding	
ENSG00000037637	D5/D6	D5/D6_ENSG00000037637	FBXO42	-0.223523221	0.004016136	F-box protein 42	NonDE	protein_coding	
ENSG00000037749	D5/D6	D5/D6_ENSG00000037749	MFAP3	-0.162520125	0.096054639	microfibril associated protein 3	NonDE	protein_coding	
ENSG00000037897	D5/D6	D5/D6_ENSG00000037897	METTL1	0.254070159	0.042576881	methyltransferase 1, tRNA methylguanosine	NonDE	protein_coding	
ENSG00000038210	D5/D6	D5/D6_ENSG00000038210	PI4K2B	-0.074618532	0.108108341	phosphatidylinositol 4-kinase type 2 beta	NonDE	protein_coding	
ENSG00000038382	D5/D6	D5/D6_ENSG00000038382	TRIO	0.044874994	0.015808974	trio Rho guanine nucleotide exchange factor	NonDE	protein_coding	
ENSG00000038532	D5/D6	D5/D6_ENSG00000038532	CLEC16A	-0.272919884	0.000406157	C-type lectin domain containing 16A	NonDE	protein_coding	
ENSG00000039068	D5/D6	D5/D6_ENSG00000039068	CDH1	-2.054521253	1.13E-05	cadherin 1	Downregulate	protein_coding	
ENSG00000039123	D5/D6	D5/D6_ENSG00000039123	MTREX	0.247053936	0.000470708	Mtr4 exosome RNA helicase	NonDE	protein_coding	
ENSG00000040487	D5/D6	D5/D6_ENSG00000040487	SLC66A1	0.408464284	0.00110168	solute carrier family 66 member 1	NonDE	protein_coding	
ENSG00000040633	D5/D6	D5/D6_ENSG00000040633	PHF23	0.138588363	0.047810659	PHD finger protein 23	NonDE	protein_coding	
ENSG00000040933	D5/D6	D5/D6_ENSG00000040933	INPP4A	-0.84282659	7.13E-05	inositol polyphosphate-4-phosphatase type I A	NonDE	protein_coding	
ENSG00000041802	D5/D6	D5/D6_ENSG00000041802	LSG1	0.091324465	0.095194369	large 60S subunit nuclear export GTPase 1	NonDE	protein_coding	
ENSG00000041880	D5/D6	D5/D6_ENSG00000041880	PARP3	0.501485144	0.000194058	poly(ADP-ribose) polymerase family member 3	NonDE	protein_coding	
ENSG00000042062	D5/D6	D5/D6_ENSG00000042062	RIPOR3	-0.564104606	0.018067916	RIPOR family member 3	NonDE	protein_coding	
ENSG00000042088	D5/D6	D5/D6_ENSG00000042088	TDP1	0.20782285	0.010716675	tyrosyl-DNA phosphodiesterase 1	NonDE	protein_coding	
ENSG00000042286	D5/D6	D5/D6_ENSG00000042286	AIFM2	-0.408612125	9.63E-05	apoptosis inducing factor mitochondria associated 2	NonDE	protein_coding	
ENSG00000042317	D5/D6	D5/D6_ENSG00000042317	SPATA7	0.249578614	0.243856582	spermatogenesis associated 7	NonDE	protein_coding	
ENSG00000042445	D5/D6	D5/D6_ENSG00000042445	RETSAT	0.186187637	0.111840925	retinol saturase	NonDE	protein_coding	
ENSG00000042493	D5/D6	D5/D6_ENSG00000042493	CAPG	0.812698285	9.34E-06	capping actin protein, gelsolin like	NonDE	protein_coding	
ENSG00000042753	D5/D6	D5/D6_ENSG00000042753	AP2S1	-0.164214313	0.12634391	adaptor related protein complex 2 subunit sigma 1	NonDE	protein_coding	
ENSG00000042980	D5/D6	D5/D6_ENSG00000042980	ADAM28	-0.93677588	0.016135267	ADAM metallopeptidase domain 28	Downregulate	protein_coding	
ENSG00000043093	D5/D6	D5/D6_ENSG00000043093	DCUN1D1	-0.284156227	0.001275537	defective in cullin neddylation 1 domain containing 1	NonDE	protein_coding	
ENSG00000043143	D5/D6	D5/D6_ENSG00000043143	JADE2	0.179374613	0.000932674	jade family PHD finger 2	NonDE	protein_coding	
ENSG00000043462	D5/D6	D5/D6_ENSG00000043462	LCP2	0.285448108	0.00694527	lymphocyte cytosolic protein 2	NonDE	protein_coding	
ENSG00000043514	D5/D6	D5/D6_ENSG00000043514	TRIT1	0.20944028	0.014220309	tRNA isopentenyltransferase 1	NonDE	protein_coding	
ENSG00000044090	D5/D6	D5/D6_ENSG00000044090	CUL7	-0.179154767	0.014699627	cullin 7	NonDE	protein_coding	
ENSG00000044115	D5/D6	D5/D6_ENSG00000044115	CTNNA1	0.374084373	0.00034492	catenin alpha 1	NonDE	protein_coding	
ENSG00000044446	D5/D6	D5/D6_ENSG00000044446	PHKA2	0.178300051	0.012334116	phosphorylase kinase regulatory subunit alpha 2	NonDE	protein_coding	
ENSG00000044459	D5/D6	D5/D6_ENSG00000044459	CNTLN	0.32664443	0.003308996	centlein	NonDE	protein_coding	
ENSG00000044574	D5/D6	D5/D6_ENSG00000044574	HSPA5	-0.389281716	1.41E-06	heat shock protein family A (Hsp70) member 5	NonDE	protein_coding	
ENSG00000046647	D5/D6	D5/D6_ENSG00000046647	GEMIN8	0.262873711	0.0045789	gem nuclear organelle associated protein 8	NonDE	protein_coding	
ENSG00000046651	D5/D6	D5/D6_ENSG00000046651	OFD1	-0.128313677	0.017883122	OFD1 centriole and centriolar satellite protein	NonDE	protein_coding	
ENSG00000047188	D5/D6	D5/D6_ENSG00000047188	YTHDC2	-0.010725205	0.378499445	YTH domain containing 2	NonDE	protein_coding	
ENSG00000047249	D5/D6	D5/D6_ENSG00000047249	ATP6V1H	0.236299102	0.055599128	ATPase H+ transporting V1 subunit H	NonDE	protein_coding	
ENSG00000047346	D5/D6	D5/D6_ENSG00000047346	FAM214A	-0.557759639	2.01E-05	family with sequence similarity 214 member A	NonDE	protein_coding	
ENSG00000047365	D5/D6	D5/D6_ENSG00000047365	ARAP2	0.188228214	0.001096988	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	NonDE	protein_coding	
ENSG00000047410	D5/D6	D5/D6_ENSG00000047410	TPR	0.109646539	0.010223678	translocated promoter region, nuclear basket protein	NonDE	protein_coding	
ENSG00000047578	D5/D6	D5/D6_ENSG00000047578	KATNIP	-0.134698972	0.071874632	katanin interacting protein	NonDE	protein_coding	
ENSG00000047597	D5/D6	D5/D6_ENSG00000047597	XK	-2.130098608	0.001508468	X-linked Kx blood group	Downregulate	protein_coding	
ENSG00000047621	D5/D6	D5/D6_ENSG00000047621	C12orf4	-0.288855547	0.001397655	chromosome 12 open reading frame 4	NonDE	protein_coding	
ENSG00000047634	D5/D6	D5/D6_ENSG00000047634	SCML1	0.581787164	0.000572326	Scm polycomb group protein like 1	NonDE	protein_coding	
ENSG00000047644	D5/D6	D5/D6_ENSG00000047644	WWC3	-2.32684416	2.54E-09	WWC family member 3	Downregulate	protein_coding	
ENSG00000047648	D5/D6	D5/D6_ENSG00000047648	ARHGAP6	-1.799131185	3.21E-07	Rho GTPase activating protein 6	Downregulate	protein_coding	
ENSG00000048052	D5/D6	D5/D6_ENSG00000048052	HDAC9	-1.525256106	6.61E-06	histone deacetylase 9	Downregulate	protein_coding	
ENSG00000048162	D5/D6	D5/D6_ENSG00000048162	NOP16	0.597682447	1.27E-05	NOP16 nucleolar protein	NonDE	protein_coding	
