ID	Gene Name	Sample_A_1	Sample_A_2	Sample_A_3	Sample_A_4	Sample_A_Mean	Sample_B_1	Sample_B_2	Sample_B_3	Sample_B_4	Sample_B_Mean	log2FC	DEG	t-test p value	transcript	ensembl_id	entrez_id	symbol	biotype_ensembl	description	alias
82	FADD	0.41212555	0.42175752	0.43729229	0.4272432	0.42460464	0.14538826	0.13574261	0.14495678	0.14153396	0.141905403	1.581190621	Upregulate	4.56E-09	NM_003824	ENSG00000168040	8772	FADD	protein_coding	Fas associated via death domain	MORT1,GIG3|-|MORT1, GIG3|GIG3,IMD90,MORT1|FADD|GIG3,IMD90,MORT1
84	DRD5	0.04861309	0.05284677	0.05113466	0.05155297	0.051036873	0.0411828	0.03864154	0.03209175	0.04071967	0.03815894	0.419518829	NonDE	0.001309681	NM_000798	ENSG00000169676	1816	DRD5	protein_coding	dopamine receptor D5	DRD1L2,DRD1B|DRD1L2|DRD1B|DBDR,DRD1B,DRD1L2|DRD5|DBDR,DRD1B,DRD1L2
89	ELK1	0.558984	0.57403778	0.60113965	0.59795961	0.58303026	0.67804063	0.73286955	0.67893944	0.71719077	0.701760098	-0.267407155	NonDE	0.000439279	NM_005229	ENSG00000126767	2002	ELK1	protein_coding	ETS transcription factor ELK1	-|-|-|-|ELK1|
90	DPYD	0.19276577	0.1892549	0.19211976	0.18954019	0.190920155	0.06412412	0.06897374	0.06381966	0.06182596	0.06468587	1.561446904	Upregulate	4.94E-10	NM_000110	ENSG00000188641	1806	DPYD	protein_coding	dihydropyrimidine dehydrogenase	DPD,DHPDHase|-|DPD, DHPDHase|DHP,DHPDHASE,DPD,DYPD|DPYD|DHP,DHPDHASE,DPD,DYPD
92	CUL4A	1.09027646	1.13579597	0.99145258	1.15375729	1.092820575	0.42055306	0.42990653	0.45080646	0.43466305	0.433982275	1.332348526	Upregulate	0.000267682	NM_001008895	ENSG00000139842	8451	CUL4A	protein_coding	cullin 4A	-|-|-|-|CUL4A|
94	CKS2	0.08778096	0.08843384	0.09089801	0.08811742	0.088807558	0.00854912	0.00883973	0.00806172	0.00726975	0.00818008	3.440495597	Upregulate	5.88E-11	NM_001827	ENSG00000123975	1164	CKS2	protein_coding	CDC28 protein kinase regulatory subunit 2	-|-|-|CKSHS2|CKS2|CKSHS2
97	ABCC8	0.00166321	0.00144358	0.00136933	0.00137693	0.001463263	0.17190132	0.17752947	0.18378566	0.18604069	0.179814285	-6.941175224	Downregulate	0.0000125	NM_000352	ENSG00000006071	6833	ABCC8	protein_coding	ATP binding cassette subfamily C member 8	SUR,HIHRINS,HISUR,PHHIHRINS,PHHISUR,SUR1HRINS,SUR1SUR,MRP8HRINS,MRP8SUR,ABC36HRINS,ABC36SUR,HHF1HRINS,HHF1SUR,TNDM2HRINS,TNDM2|SUR, HRINS|HI, PHHI, SUR1, MRP8, ABC36, HHF1, TNDM2|ABC36,HHF1,HI,HRINS,MRP8,PHHI,PNDM3,SUR,SUR1,SUR1delta2,TNDM2|ABCC8|ABC36,HHF1,HI,HRINS,MRP8,PHHI,PNDM3,SUR,SUR1,SUR1delta2,TNDM2
99	CNIH	1.66337411	1.65077136	1.59573961	1.56193962	1.617956175	1.11156138	1.17996304	1.12087667	1.09761497	1.127504015	0.52103996	NonDE	0.00000326	NM_001009551	ENSG00000100528	10175	CNIH1	protein_coding	cornichon family AMPA receptor auxiliary protein 1	CNIH,TGAM77CNIH,CNIL|CNIH|TGAM77, CNIL|CNIH,CNIH-1,CNIL,TGAM77|CNIH1|CNIH,CNIH-1,CNIL,TGAM77
100	ABCB6	0.86616477	0.9258118	0.94603056	0.97284613	0.927713315	0.57214986	0.54224424	0.59797897	0.56888037	0.57031336	0.701924219	NonDE	0.00000798	NM_005689	ENSG00000115657	10058	ABCB6	protein_coding	ATP binding cassette subfamily B member 6 (Langereis blood group)	EST45597,umat,MTABC3|-|EST45597, umat, MTABC3|ABC,LAN,MTABC3,PRP,umat|ABCB6|ABC,LAN,MTABC3,PRP,umat
101	ARMET	1.24158268	1.23300055	1.32266726	1.26609588	1.265836593	0.39324306	0.3974214	0.4057505	0.40112177	0.399384183	1.664242077	Upregulate	0.0000213	NM_006010	ENSG00000145050	7873	MANF	protein_coding	mesencephalic astrocyte derived neurotrophic factor	ARMET,ARP|ARMET|ARP|ARMET,ARP|MANF|ARMET,ARP
103	ABCB1	0.03315072	0.03281362	0.03071299	0.03328075	0.03248952	0.14404127	0.14107303	0.14636553	0.14097754	0.143114343	-2.139121927	Downregulate	3.12E-10	NM_000927	ENSG00000085563	5243	ABCB1	protein_coding	ATP binding cassette subfamily B member 1	PGY1,P-gpMDR1,P-gpCLCS,P-gpPGY1,CD243MDR1,CD243CLCS,CD243PGY1,GP170MDR1,GP170CLCS,GP170PGY1,ABC20MDR1,ABC20CLCS,ABC20PGY1,p-170MDR1,p-170CLCS,p-170PGY1,PGY1MDR1,PGY1CLCS,PGY1|PGY1, MDR1, CLCS|P-gp, CD243, GP170, ABC20, p-170, PGY1|ABC20,CD243,CLCS,GP170,MDR1,P-GP,PGY1,p-170|ABCB1|ABC20,CD243,CLCS,GP170,MDR1,p-170,P-GP,PGY1
104	ABCC6	0.03331399	0.03236783	0.03436112	0.03167065	0.032928398	0.00224955	0.00157925	0.00195832	0.00195843	0.001936388	4.087892712	Upregulate	0.00000593	NM_001171	ENSG00000091262	368	ABCC6	protein_coding	ATP binding cassette subfamily C member 6	ARA,MRP6PXE,MRP6ARA,EST349056PXE,EST349056ARA,MLP1PXE,MLP1ARA,URG7PXE,URG7|ARA, PXE|MRP6, EST349056, MLP1, URG7|ABC34,ARA,EST349056,GACI2,MLP1,MOAT-E,MOATE,MRP6,PXE,PXE1,URG7|ABCC6|ABC34,ARA,EST349056,GACI2,MLP1,MOAT-E,MOATE,MRP6,PXE,PXE1,URG7
105	ABCG2	0.1222121	0.12501611	0.1267636	0.12710313	0.125273735	0.47904105	0.50148884	0.48806551	0.48142909	0.487506123	-1.960336368	Downregulate	0.0000024	NM_004827	ENSG00000118777	9429	ABCG2	protein_coding	ATP binding cassette subfamily G member 2 (Junior blood group)	EST157481,MXR,BCRP,ABCP,CD338|-|EST157481, MXR, BCRP, ABCP, CD338|ABC15,ABCP,BCRP,BCRP1,BMDP,CD338,CDw338,CDw388,EST157481,GOUT1,MRX,MXR,MXR-1,MXR1,UAQTL1|ABCG2|ABC15,ABCP,BCRP,BCRP1,BMDP,CD338,CDw338,EST157481,GOUT1,MRX,MXR,MXR-1,MXR1,UAQTL1
106	CENPF	0.67267976	0.64404033	0.66824893	0.68796845	0.668234368	0.0056912	0.00632573	0.00633069	0.00679409	0.006285428	6.7321995	Upregulate	0.00000567	NM_016343	ENSG00000117724	1063	CENPF	protein_coding	centromere protein F	hcp-1|-|hcp-1|CENF,CILD31,PRO1779,STROMS,hcp-1|CENPF|CENF,CILD31,hcp-1,PRO1779,STROMS
107	ABCC5	0.03476038	0.04059081	0.03775462	0.03469478	0.036950148	0.12360742	0.14590995	0.13461814	0.14258247	0.136679495	-1.887144794	Downregulate	0.00000124	NM_001023587	ENSG00000114770	10057	ABCC5	protein_coding	ATP binding cassette subfamily C member 5	MRP5,SMRP,EST277145,MOAT-C|-|MRP5, SMRP, EST277145, MOAT-C|ABC33,EST277145,MOAT-C,MOATC,MRP5,SMRP,pABC11|ABCC5|ABC33,EST277145,MOAT-C,MOATC,MRP5,pABC11,SMRP
108	ABCC4	0.18914375	0.19936572	0.18868275	0.18355151	0.190185933	0.03372797	0.03231381	0.03136099	0.03424324	0.032911503	2.530746742	Upregulate	0.0000109	NM_005845	ENSG00000125257	10257	ABCC4	protein_coding	ATP binding cassette subfamily C member 4	MRP4,EST170205,MOAT-B,MOATB|-|MRP4, EST170205, MOAT-B, MOATB|MOAT-B,MOATB,MRP4|ABCC4|MOAT-B,MOATB,MRP4
109	ALKBH	0.09767906	0.09867997	0.11153478	0.10138577	0.102319895	0.0859405	0.08241479	0.08876636	0.08010809	0.084307435	0.279354917	NonDE	0.00280185	NM_006020	ENSG00000100601	8846	ALKBH1	protein_coding	alkB homolog 1, histone H2A dioxygenase	ALKBH,hABHALKBH,alkBALKBH,ABH|ALKBH|hABH, alkB, ABH|ABH,ABH1,ALKBH,alkB,hABH|ALKBH1|ABH,ABH1,alkB,ALKBH,hABH
110	CACNA2D2	0.04904431	0.04887634	0.05638704	0.04883158	0.050784818	0.2839583	0.28773698	0.29949759	0.30133522	0.293132023	-2.529081418	Downregulate	3.48E-09	NM_001005505	ENSG00000007402	9254	CACNA2D2	protein_coding	calcium voltage-gated channel auxiliary subunit alpha2delta 2	KIAA0558,alpha2delta-2|-|KIAA0558, alpha2delta-2|CACNA2D,CASVDD|CACNA2D2|CACNA2D,CASVDD
111	CARD4	0.11488771	0.11206686	0.10994814	0.1054328	0.110583878	0.03631	0.03516027	0.03820742	0.04092105	0.037649685	1.554431365	Upregulate	7.56E-08	NM_006092	ENSG00000106100	10392	NOD1	protein_coding	nucleotide binding oligomerization domain containing 1	CARD4,NLRC1CARD4,CLR7.1|CARD4|NLRC1, CLR7.1|CARD4,CLR7.1,NLRC1|NOD1|CARD4,CLR7.1,NLRC1
112	ARFGEF1	0.31498221	0.32279752	0.34039013	0.33134854	0.3273796	0.35962574	0.37466768	0.37735886	0.37042571	0.370519498	-0.178585036	NonDE	0.000676175	NM_006421	ENSG00000066777	10565	ARFGEF1	protein_coding	ADP ribosylation factor guanine nucleotide exchange factor 1	DKFZP434L057,BIG1,ARFGEP1,p200|-|DKFZP434L057, BIG1, ARFGEP1, p200|ARFGEP1,BIG1,DEDISB,P200|ARFGEF1|ARFGEP1,BIG1,P200
113	CACNG3	0.0023375	0.00383613	0.0026384	0.00252713	0.00283479	0.61746811	0.64181215	0.65027905	0.64191497	0.63786857	-7.813873519	Downregulate	0.00000292	NM_006539	ENSG00000006116	10368	CACNG3	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 3	-|-|-|-|CACNG3|
114	AP4B1	0.14426702	0.14324366	0.16199557	0.1444137	0.148479988	0.20544626	0.20105578	0.2249262	0.20469997	0.209032053	-0.493455685	NonDE	0.000134233	NM_006594	ENSG00000134262	10717	AP4B1	protein_coding	adaptor related protein complex 4 subunit beta 1	SPG47,BETA-4|SPG47|BETA-4|BETA-4,CPSQ5,SPG47|AP4B1|BETA-4,CPSQ5,SPG47
115	CD86	0.02142563	0.02139053	0.02063704	0.02102861	0.021120453	0.01440091	0.01572023	0.01571548	0.01417078	0.01500185	0.493500322	NonDE	0.0000105	NM_175862	ENSG00000114013	942	CD86	protein_coding	CD86 molecule	CD28LG2,B7.2CD28LG2,B7-2|CD28LG2|B7.2, B7-2|B7-2,B7.2,B70,CD28LG2,LAB72|CD86|B7-2,B7.2,B70,CD28LG2,LAB72
116	ADAT1	0.19549752	0.20665156	0.20257744	0.2107337	0.203865055	0.12048281	0.12310197	0.13577055	0.12978657	0.127285475	0.679546703	NonDE	0.00000354	NM_012091	ENSG00000065457	23536	ADAT1	protein_coding	adenosine deaminase tRNA specific 1	-|-|-|HADAT1|ADAT1|HADAT1
120	APH1A	0.35864193	0.36363104	0.37287066	0.34828056	0.360856048	0.1687043	0.17193656	0.1728522	0.16758028	0.170268335	1.083613272	Upregulate	0.0000179	NM_016022	ENSG00000117362	51107	APH1A	protein_coding	aph-1 homolog A, gamma-secretase subunit	APH-1A,CGI-78|-|APH-1A, CGI-78|6530402N02Rik,APH-1,APH-1A,CGI-78|APH1A|6530402N02Rik,APH-1,APH-1A,CGI-78
121	C14orf122	0.01819456	0.01910853	0.01800561	0.01856676	0.018468865	0.01187536	0.01165814	0.01158197	0.01211011	0.011806395	0.645526693	NonDE	0.000000295	NM_016049	ENSG00000100908	51016	EMC9	protein_coding	ER membrane protein complex subunit 9	C14orf122,CGI-112FAM158A,CGI-112|C14orf122, FAM158A|CGI-112|C14orf122,CGI-112,FAM158A|EMC9|C14orf122,CGI-112,FAM158A
122	CGI-119	0.55388365	0.53544006	0.54006409	0.54761083	0.544249658	0.43009571	0.40701097	0.40626627	0.41192218	0.413823783	0.395252035	NonDE	0.00000142	NM_016056	ENSG00000155957	51643	TMBIM4	protein_coding	transmembrane BAX inhibitor motif containing 4	CGI-119,S1R,ZPRO,LFG4,GAAP|-|CGI-119, S1R, ZPRO, LFG4, GAAP|CGI-119,GAAP,LFG4,S1R,ZPRO|TMBIM4|CGI-119,GAAP,LFG4,S1R,ZPRO
123	ASB4	0.0005247	0.00045469	0.00059185	0.00047664	0.00051197	0.00099166	0.00082595	0.00095752	0.00086973	0.000911215	-0.831732221	NonDE	0.000181424	NM_145872	ENSG00000005981	51666	ASB4	protein_coding	ankyrin repeat and SOCS box containing 4	ASB-4|-|ASB-4|ASB-4|ASB4|ASB-4
124	ACTL6B	0.00115193	0.00123928	0.00101806	0.00101227	0.001105385	0.34779203	0.33558679	0.32833782	0.34743133	0.339786993	-8.263937875	Downregulate	0.00000608	NM_016188	ENSG00000077080	51412	ACTL6B	protein_coding	actin like 6B	ACTL6,BAF53BACTL6,SMARCN2|ACTL6|BAF53B, SMARCN2|ACTL6,BAF53B,DEE76,EIEE76,IDDSSAD,SMARCN2,arpNalpha|ACTL6B|ACTL6,arpNalpha,BAF53B,DEE76,EIEE76,IDDSSAD,SMARCN2
128	PHF21A	0.01396086	0.01224601	0.01102508	0.01341306	0.012661253	0.19184221	0.19260938	0.18277284	0.19269287	0.189979325	-3.907350388	Downregulate	5.24E-10	NM_016621	ENSG00000135365	51317	PHF21A	protein_coding	PHD finger protein 21A	BHC80,KIAA1696,BM-006|-|BHC80, KIAA1696, BM-006|BHC80,BM-006,IDDBCS,NEDMS|PHF21A|BHC80,BM-006,IDDBCS,NEDMS
129	BAIAP2	0.07779938	0.06887154	0.07775305	0.07865691	0.07577022	0.92662259	0.96500939	0.93077134	0.92518093	0.936896063	-3.628186165	Downregulate	0.000000896	NM_017450	ENSG00000175866	10458	BAIAP2	protein_coding	BAR/IMD domain containing adaptor protein 2	BAP2,IRSp53,WAML|-|BAP2, IRSp53, WAML|BAP2,FLAF3,IRSP53,WAML|BAIAP2|BAP2,FLAF3,IRSP53,WAML
131	BHMT2	0.01103197	0.01049715	0.0102206	0.01081717	0.010641723	0.01070993	0.01079969	0.01086162	0.01053882	0.010727515	-0.01158423	NonDE	0.669999286	NM_017614	ENSG00000132840	23743	BHMT2	protein_coding	betaine--homocysteine S-methyltransferase 2	-|-|-|-|BHMT2|
132	C14orf103	0.06367169	0.06537897	0.07034927	0.06541508	0.066203753	0.18828254	0.20122272	0.17364891	0.18551146	0.187166408	-1.499336626	Downregulate	0.000000824	NM_018036	ENSG00000066739	55102	ATG2B	protein_coding	autophagy related 2B	C14orf103,FLJ10242C14orf103,BLTP4B|C14orf103|FLJ10242, BLTP4B|BLTP4B,C14orf103|ATG2B|C14orf103
133	C10orf3	0.26767358	0.27240345	0.2808405	0.2786759	0.274898358	0.00044699	0.00040285	0.00052609	0.00050308	0.000469753	9.192781732	Upregulate	0.00000287	NM_018131	ENSG00000138180	55165	CEP55	protein_coding	centrosomal protein 55	C10orf3,FLJ10540C10orf3,CT111|C10orf3|FLJ10540, CT111|C10orf3,CT111,MARCH,URCC6|CEP55|C10orf3,CT111,MARCH,URCC6
134	CKAP2	0.17781469	0.18001106	0.17974067	0.18188634	0.17986319	0.05524236	0.05171031	0.05454403	0.0510929	0.0531474	1.75882894	Upregulate	8.66E-11	NM_018204	ENSG00000136108	26586	CKAP2	protein_coding	cytoskeleton associated protein 2	LB1,FLJ10749,se20-10,TMAP|-|LB1, FLJ10749, se20-10, TMAP|LB1,TMAP,se20-10|CKAP2|LB1,se20-10,TMAP
135	AGPAT5	0.70241685	0.70787297	0.71939953	0.70050892	0.707549568	0.47412338	0.48961429	0.50189481	0.48438179	0.487503568	0.537418443	NonDE	7.94E-08	NM_018361	ENSG00000155189	55326	AGPAT5	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 5	FLJ11210,LPAAT-e,LPAAT-epsilon,LPLAT5|-|FLJ11210, LPAAT-e, LPAAT-epsilon, LPLAT5|1AGPAT5,LPAATE,LPLAT5|AGPAT5|1AGPAT5,LPAATE
136	ChGn	0.1785918	0.18431333	0.1782613	0.164227	0.176348358	0.27555993	0.27643838	0.27324628	0.27183954	0.274271033	-0.637174119	NonDE	0.0000905	NM_018371	ENSG00000147408	55790	CSGALNACT1	protein_coding	chondroitin sulfate N-acetylgalactosaminyltransferase 1	CSGalNAcT-1,FLJ11264,ChGn|-|CSGalNAcT-1, FLJ11264, ChGn|CSGalNAcT-1,ChGn,ChGn-1,SDJLABA,beta4GalNAcT|CSGALNACT1|beta4GalNAcT,ChGn,ChGn-1,CSGalNAcT-1,SDJLABA
137	ABHD10	0.37951154	0.38747312	0.39190908	0.36960816	0.382125475	0.63495143	0.6444747	0.66795537	0.62906432	0.644111455	-0.753263909	NonDE	0.000000188	NM_018394	ENSG00000144827	55347	ABHD10	protein_coding	abhydrolase domain containing 10, depalmitoylase	FLJ11342|-|FLJ11342|-|ABHD10|
138	CACNA2D3	0.01425501	0.01258205	0.01229912	0.01190223	0.012759603	0.24125073	0.23045762	0.24395029	0.25373433	0.242348243	-4.24742633	Downregulate	0.0000165	NM_018398	ENSG00000157445	55799	CACNA2D3	protein_coding	calcium voltage-gated channel auxiliary subunit alpha2delta 3	HSA272268,alpha2delta-3|-|HSA272268, alpha2delta-3|HSA272268|CACNA2D3|HSA272268
140	ABCC1	0.43476588	0.42781556	0.98403877	0.42942087	0.56901027	0.04895298	0.04738339	0.04538875	0.04544044	0.04679139	3.6041397	Upregulate	0.032560555	NM_004996	ENSG00000103222	4363	ABCC1	protein_coding	ATP binding cassette subfamily C member 1	MRP,GS-XMRP1,GS-X|MRP, MRP1|GS-X|ABC29,ABCC,DFNA77,GS-X,MRP,MRP1|ABCC1|ABC29,ABCC,DFNA77,GS-X,MRP,MRP1
141	AGPAT4	0.11196334	0.11147355	0.12182931	0.11531885	0.115146263	0.51009274	0.45006448	0.46251009	0.47732729	0.47499865	-2.044455829	Downregulate	0.0000664	NM_001012733	ENSG00000026652	56895	AGPAT4	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 4	LPAAT-delta,dJ473J16.2,LPAAT4,LPLAT4|-|LPAAT-delta, dJ473J16.2, LPAAT4, LPLAT4|1-AGPAT4,LPAAT-delta,LPAAT4,LPLAT4,dJ473J16.2|AGPAT4|1-AGPAT4,dJ473J16.2,LPAAT-delta
142	C21orf7	0.00268402	0.00211593	0.00189026	0.00237873	0.002267235	0.00240983	0.00352978	0.0029176	0.00390697	0.003191045	-0.493095019	NonDE	0.0477278	NM_020152	ENSG00000156265	56911	MAP3K7CL	protein_coding	MAP3K7 C-terminal like	C21orf7,TAKLC21orf7,TAK1LC21orf7,TAKL-1C21orf7,TAKL-2C21orf7,TAKL-4|C21orf7|TAKL, TAK1L, TAKL-1, TAKL-2, TAKL-4|C21orf7,HC21ORF7,TAK1L,TAKL,TAKL-1,TAKL-2,TAKL-4|MAP3K7CL|C21orf7,HC21ORF7,TAK1L,TAKL,TAKL-1,TAKL-2,TAKL-4
143	CA10	0.0073825	0.00827782	0.0048478	0.00730787	0.006953998	1.82553755	1.94724652	1.96334816	1.89746085	1.90839827	-8.10030402	Downregulate	0.00000943	NM_020178	ENSG00000154975	56934	CA10	protein_coding	carbonic anhydrase 10	CARPX,CA-RPX,HUCEP-15|-|CARPX, CA-RPX, HUCEP-15|CA-RPX,CARPX,HUCEP-15|CA10|CA-RPX,CARPX,HUCEP-15
144	CABC1	0.15155857	0.15427058	0.1529681	0.15394344	0.153185173	0.2488408	0.2572205	0.25746314	0.24749172	0.25275404	-0.722457493	NonDE	0.0000198	NM_020247	ENSG00000163050	56997	COQ8A	protein_coding	coenzyme Q8A	CABC1,COQ8ADCK3,COQ8CABC1,SCAR9ADCK3,SCAR9|CABC1, ADCK3|COQ8, SCAR9|ADCK3,ARCA2,CABC1,COQ10D4,COQ8,SCAR9|COQ8A|ADCK3,ARCA2,CABC1,COQ10D4,COQ8,SCAR9
145	ANKRD2	0.00063682	0.00051037	0.00058749	0.00055245	0.000571783	0.00124747	0.0009179	0.00126486	0.00113649	0.00114168	-0.997619966	NonDE	0.00050825	NM_020349	ENSG00000165887	26287	ANKRD2	protein_coding	ankyrin repeat domain 2	ARPP|-|ARPP|ARPP|ANKRD2|ARPP
146	C11orf15	0.07509333	0.07253376	0.07299443	0.07274943	0.073342738	0.19548933	0.20193041	0.2058921	0.19812212	0.20035849	-1.449857623	Downregulate	2.66E-09	NM_020644	ENSG00000175348	56674	TMEM9B	protein_coding	TMEM9 domain family member B	C11orf15|C11orf15|-|C11orf15|TMEM9B|C11orf15
148	BACH2	0.03976894	0.03940566	0.03884107	0.03736642	0.038845523	0.08577191	0.07890181	0.07788362	0.07898967	0.080386753	-1.049209452	Downregulate	0.000000576	NM_021813	ENSG00000112182	60468	BACH2	protein_coding	BTB domain and CNC homolog 2	BTBD25|-|BTBD25|BTBD25,IMD60|BACH2|BTBD25,IMD60
149	ABCG5	0.04439118	0.04330756	0.04646751	0.043753	0.044479813	0.00586641	0.00555563	0.00449966	0.0040348	0.004989125	3.156291986	Upregulate	5.44E-09	NM_022436	ENSG00000138075	64240	ABCG5	protein_coding	ATP binding cassette subfamily G member 5	STSL|-|STSL|STSL,STSL2|ABCG5|STSL,STSL2
150	CENTD3	0.01350496	0.01184948	0.01329263	0.01180021	0.01261182	0.00659181	0.00650225	0.00843678	0.0086189	0.007537435	0.742630924	NonDE	0.000449317	NM_022481	ENSG00000120318	64411	ARAP3	protein_coding	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	CENTD3,FLJ21065CENTD3,DRAG1|CENTD3|FLJ21065, DRAG1|CENTD3,DRAG1|ARAP3|CENTD3,DRAG1
151	APG3L	0.34518092	0.32857848	0.34333727	0.34132591	0.339605645	0.30734495	0.31475045	0.35150039	0.34105966	0.328663863	0.047247603	NonDE	0.364469898	NM_022488	ENSG00000144848	64422	ATG3	protein_coding	autophagy related 3	APG3L,PC3-96APG3L,FLJ22125APG3L,MGC15201APG3L,DKFZp564M1178|APG3L|PC3-96, FLJ22125, MGC15201, DKFZp564M1178|APG3,APG3-LIKE,APG3L,PC3-96,hApg3|ATG3|APG3,APG3-LIKE,APG3L,PC3-96
152	CDCP1	0.12283178	0.12873538	0.13166254	0.1335167	0.1291866	0.00841451	0.00782586	0.00882098	0.00769869	0.00819001	3.979447409	Upregulate	0.0000129	NM_022842	ENSG00000163814	64866	CDCP1	protein_coding	CUB domain containing protein 1	CD318,SIMA135|-|CD318, SIMA135|CD318,SIMA135,TRASK|CDCP1|CD318,SIMA135,TRASK
153	C20orf116	0.29759645	0.30047362	0.31260895	0.30591548	0.304148625	0.46495984	0.52838613	0.48633552	0.5504503	0.507532948	-0.738724999	NonDE	0.0015188	NM_023935	ENSG00000198171	65992	DDRGK1	protein_coding	DDRGK domain containing 1	C20orf116,dJ1187M17.3C20orf116,UFBP1|C20orf116|dJ1187M17.3, UFBP1|C20orf116,SEMDSH,UFBP1,dJ1187M17.3|DDRGK1|C20orf116,dJ1187M17.3,SEMDSH,UFBP1
154	ASPSCR1	0.0742184	0.07186653	0.07523262	0.07449867	0.073954055	0.07375732	0.07439161	0.07769235	0.07559255	0.075358458	-0.027140181	NonDE	0.260801193	NM_024083	ENSG00000169696	79058	ASPSCR1	protein_coding	ASPSCR1 tether for SLC2A4, UBX domain containing	ASPS,ASPL,UBXD9,UBXN9,TUG|-|ASPS, ASPL, UBXD9, UBXN9, TUG|ASPCR1,ASPL,ASPS,RCC17,TUG,UBXD9,UBXN9|ASPSCR1|ASPCR1,ASPL,ASPS,RCC17,TUG,UBXD9,UBXN9
155	APG9L1	0.57181223	0.57333594	0.57059691	0.55674124	0.56812158	0.78744897	0.80117811	0.76962636	0.76673882	0.781248065	-0.459581007	NonDE	0.000000356	NM_024085	ENSG00000198925	79065	ATG9A	protein_coding	autophagy related 9A	APG9L1,FLJ22169|APG9L1|FLJ22169|APG9L1,MGD3208,mATG9|ATG9A|APG9L1,mATG9,MGD3208
157	ADIPOR2	0.6066101	0.60182277	0.61840237	0.64321224	0.61751187	0.64788	0.636724	0.66432194	0.66036523	0.652322793	-0.079119169	NonDE	0.020699508	NM_024551	ENSG00000006831	79602	ADIPOR2	protein_coding	adiponectin receptor 2	PAQR2,ACDCR2|-|PAQR2, ACDCR2|ACDCR2,PAQR2|ADIPOR2|ACDCR2,PAQR2
158	ALG9	0.28931119	0.29719914	0.28789557	0.29864761	0.293263378	0.21014526	0.20493491	0.19649621	0.21270285	0.206069808	0.509063777	NonDE	0.00000122	NM_024740	ENSG00000086848	79796	ALG9	protein_coding	ALG9 alpha-1,2-mannosyltransferase	DIBD1|DIBD1|-|CDG1L,DIBD1,GIKANIS,LOH11CR1J|ALG9|CDG1L,DIBD1,GIKANIS,LOH11CR1J
159	C14orf161	0.00134108	0.00131873	0.00133874	0.00147303	0.001367895	0.00095085	0.0007265	0.00079585	0.0008101	0.000820825	0.736810916	NonDE	0.0000878	NM_024764	ENSG00000133962	79820	CATSPERB	protein_coding	cation channel sperm associated auxiliary subunit beta	C14orf161,FLJ14298|C14orf161|FLJ14298|C14orf161,CatSper(beta)|CATSPERB|C14orf161,CatSper(beta)
160	CLUAP1	0.10277985	0.09997188	0.11397244	0.11006754	0.106697928	0.19797767	0.20248667	0.21069836	0.21070435	0.205466763	-0.94537288	NonDE	0.000000596	NM_024793	ENSG00000103351	23059	CLUAP1	protein_coding	clusterin associated protein 1	FLJ13297,KIAA0643,FAP22,CFAP22,IFT38|-|FLJ13297, KIAA0643, FAP22, CFAP22, IFT38|CFAP22,FAP22,IFT38|CLUAP1|CFAP22,FAP22,IFT38
161	ACTR5	0.0292975	0.03227928	0.03179805	0.0304202	0.030948758	0.02914966	0.02987662	0.03015804	0.03179373	0.030244513	0.033208084	NonDE	0.452818233	NM_024855	ENSG00000101442	79913	ACTR5	protein_coding	actin related protein 5	FLJ12785,Arp5,INO80M|-|FLJ12785, Arp5, INO80M|Arp5,INO80M|ACTR5|Arp5,INO80M
162	C9orf76	0.02270492	0.02469443	0.02511051	0.02387084	0.024095175	0.01139965	0.01137731	0.01282214	0.0119432	0.011885575	1.01953258	Upregulate	0.00000121	NM_024945	ENSG00000178966	80010	RMI1	protein_coding	RecQ mediated genome instability 1	C9orf76,FLJ12888C9orf76,BLAP75|C9orf76|FLJ12888, BLAP75|BLAP75,C9orf76,FAAP75|RMI1|BLAP75,C9orf76,FAAP75
163	ASRGL1	0.1060027	0.10752883	0.11143047	0.12190521	0.111716803	0.44638296	0.41172805	0.43736914	0.42328052	0.429690168	-1.943450577	Downregulate	2.34E-08	NM_025080	ENSG00000162174	80150	ASRGL1	protein_coding	asparaginase and isoaspartyl peptidase 1	FLJ22316,ALP1,ALP|-|FLJ22316, ALP1, ALP|ALP,ALP1,CRASH|ASRGL1|ALP,ALP1,CRASH
164	C13orf23	0.10714779	0.10667183	0.1057774	0.09401647	0.103403373	0.10276682	0.10649819	0.09995941	0.10131119	0.102633903	0.010775873	NonDE	0.830602717	NM_025138	ENSG00000120685	80209	PROSER1	protein_coding	proline and serine rich 1	C13orf23,bA50D16.2C13orf23,FLJ12661|C13orf23|bA50D16.2, FLJ12661|C13orf23|PROSER1|C13orf23
165	ATF6	0.87221056	0.95211202	0.87837385	0.89293382	0.898907563	0.80934216	0.85030405	0.80392703	0.80147316	0.8162616	0.139141177	NonDE	0.008627196	NM_007348	ENSG00000118217	22926	ATF6	protein_coding	activating transcription factor 6	ATF6A|-|ATF6A|ACHM7,ATF6A|ATF6|ACHM7,ATF6A
